epoch,train_loss,drift,diffusion,val_loss
42,0.00018118241434847307,5.6802453105160274e-05,0.00012437996134961738,0.00019950438848657844
43,0.00017383024703133732,5.93782933838038e-05,0.00011445195323412681,0.00015437006222782657
44,0.00016362001689856982,5.907259127253655e-05,0.00010454742572052621,0.00012558618048691034
45,0.0001509071141783777,5.460456390942631e-05,9.630254980829823e-05,0.00015631304013368207
46,0.0001435252000534659,5.584993156738271e-05,8.767526843883671e-05,0.00010825274269639824
47,0.00013414930776003506,5.25201462728369e-05,8.162916043596402e-05,0.00011178128370374907
48,0.00012938971863681595,5.364344454026107e-05,7.574627417923623e-05,0.00010106715878161291
49,0.0001244702119026454,5.4270272989747534e-05,7.019993890108626e-05,9.339903238772726e-05
50,0.00011818157419200999,5.290940602467994e-05,6.527216814370681e-05,0.00010912431765367122
51,0.00011490905426280851,5.419968931471578e-05,6.070936551505047e-05,8.42035760191114e-05
52,0.00011139268030706557,5.431270678796013e-05,5.707997370809135e-05,8.328506519319489e-05
53,0.00010473596999612969,5.158967585341631e-05,5.314629450296778e-05,7.788057694900393e-05
54,0.00010081250491259505,5.134525917447399e-05,4.9467246009788305e-05,0.00011913749743447018
55,0.00010434548902913456,5.789810352502905e-05,4.644738463004567e-05,7.214549871908578e-05
56,9.426857898440424e-05,5.0603874859172556e-05,4.366470439689893e-05,6.543866420543054e-05
57,9.163280184737515e-05,5.014464715430505e-05,4.148815432100409e-05,7.153984291411083e-05
58,8.945393802877062e-05,5.0777536009925164e-05,3.867640185348278e-05,6.241940245672594e-05
59,8.93301596032008e-05,5.169325995902673e-05,3.763689913627444e-05,5.994338692592767e-05
60,8.955051783810963e-05,5.3793711502932e-05,3.575680642967058e-05,5.763884455518564e-05
61,8.471748576569069e-05,5.057560133832044e-05,3.4141884445087674e-05,5.480607287609018e-05
62,8.140286546848357e-05,4.8634219898044e-05,3.276864568264996e-05,8.373759519599843e-05
63,8.05753488866567e-05,4.927212071320414e-05,3.1303228492366285e-05,8.376537795508435e-05
64,8.133790639216645e-05,5.1311102900151376e-05,3.002680352744994e-05,5.045816530279505e-05
65,7.540807283393488e-05,4.651040198242098e-05,2.8897670816079044e-05,8.148969918693183e-05
66,7.900781636564786e-05,5.139996530440887e-05,2.760785149236311e-05,4.6139509868226015e-05
67,7.852252227686611e-05,5.174191941383564e-05,2.678060308745125e-05,4.5908794527349527e-05
68,7.325095405328533e-05,4.664545611660004e-05,2.6605497665018035e-05,8.433521040084694e-05
69,7.566803534635775e-05,5.076352214940004e-05,2.4904512641811594e-05,4.11051022031946e-05
70,7.333355699609149e-05,4.890655814110628e-05,2.442699802817184e-05,3.953640783341446e-05
71,7.234302227681673e-05,4.8346865159229225e-05,2.3996157336102455e-05,3.7967260171474965e-05
72,7.198354838196379e-05,4.827896930680266e-05,2.3704578735577072e-05,3.7435012958061026e-05
73,7.090417673609479e-05,4.804022844766294e-05,2.2863948105351753e-05,3.759616474781069e-05
74,6.986535234838292e-05,4.7561303089624546e-05,2.2304049297146137e-05,3.859507150991703e-05
75,6.915613845525182e-05,4.698599117215384e-05,2.2170147303768317e-05,3.486371442704694e-05
76,7.092732107298911e-05,4.926226878311567e-05,2.1665051378902292e-05,3.110736852249829e-05
77,6.875671696635235e-05,4.718351162894094e-05,2.1573205211912958e-05,4.091198006790364e-05
78,6.729787659801864e-05,4.628303861852158e-05,2.1014838324986926e-05,4.310396082776909e-05
79,6.830497827118584e-05,4.7690615140815577e-05,2.061436281736234e-05,3.243212346812167e-05
80,6.690274184112749e-05,4.643655381199084e-05,2.0466187853438802e-05,3.520562625756914e-05
81,6.698036624537101e-05,4.661569429034981e-05,2.0364672118907415e-05,3.14860108725649e-05
82,6.551644117563854e-05,4.586569889102361e-05,1.9650742188645523e-05,2.9090908265061442e-05
83,6.601301641228031e-05,4.637947240080866e-05,1.96335442971652e-05,2.6909889129456133e-05
84,6.584141099122096e-05,4.613771831485225e-05,1.9703692299873337e-05,2.6626573783990656e-05
85,6.507145734486856e-05,4.5428120083434135e-05,1.9643337619474148e-05,3.143099902445101e-05
86,6.550136794277176e-05,4.624504468996417e-05,1.9256323225493232e-05,2.3844087915373773e-05
87,6.485390836191924e-05,4.566629802441155e-05,1.9187610059196398e-05,2.8743560233124298e-05
88,6.38294391787245e-05,4.462510193437308e-05,1.9204337163884775e-05,4.7310789462547594e-05
89,6.609368345427308e-05,4.735596550225247e-05,1.8737717351104476e-05,2.477496236679144e-05
90,6.425470761527109e-05,4.54737717920178e-05,1.8780936019621468e-05,2.621491345659403e-05
91,6.385348679740874e-05,4.5552650235904014e-05,1.830083631752096e-05,2.2069907769643273e-05
92,6.328139133747991e-05,4.4818468085123915e-05,1.846292314494408e-05,2.0272674555599222e-05
93,6.29115294776222e-05,4.433928666889211e-05,1.8572242813897665e-05,3.297496505183517e-05
94,6.389785497273581e-05,4.5526054638283716e-05,1.8371800087884543e-05,2.079732059125187e-05
95,6.254250045505566e-05,4.439286610025417e-05,1.814963434372811e-05,1.9944421349767557e-05
96,6.28793017927205e-05,4.443272495360337e-05,1.844657753231154e-05,2.362199541797357e-05
97,6.325854431086011e-05,4.502739413108831e-05,1.8231150194536328e-05,2.891978241071532e-05
98,6.268466489479119e-05,4.4549140133690876e-05,1.8135524296017786e-05,1.9573998921866103e-05
99,6.201180717239781e-05,4.37120485570064e-05,1.8299758501704566e-05,2.8913923142681596e-05
100,6.252019334937501e-05,4.453139546684098e-05,1.7988797154273853e-05,1.6424328032371703e-05
