crps,picp,pinaw,rmse,mae,horizon_min,horizon_steps,n_eval,ramp_crps
2.9761083140836355,0.63,0.21720409393310547,5.827996253967285,3.324765205383301,1,6,1000,0.0
3.6887289917604904,0.612,0.19550412893295288,7.633574485778809,4.083328723907471,5,30,1000,0.0
4.976875513779246,0.577,0.11223629862070084,10.888696670532227,5.386345863342285,10,60,1000,0.0
9.338339195584306,0.516,0.07325312495231628,21.32280158996582,9.844487190246582,20,120,1000,0.0
15.867254864842362,0.459,0.05364806577563286,34.544334411621094,16.465723037719727,30,180,1000,0.0
